Date,Title,Lehrstuhl,Description,Link
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Frau Prof. Dr. Nadine Gatzert in das Editorial Board des Journal of Risk and Insurance aufgenommen
Frau Prof. Dr. Nadine Gatzert, Inhaberin des Lehrstuhls für Versicherungswirtschaft und Risikomanagement, ist in das Editorial Board des Journal of Risk and Insurance aufgenommen worden. Das Journal of Risk and Insurance ist die international führende Fachzeitschrift für die theoretische und empirische Forschung zu den Themen Versicherungsökonomie und Risikomanagement und das Flaggschiff der American Risk and Insurance Association (ARIA). Veröffentlicht werden Beiträge zur Praxis, Politikgestaltung und Regulierung in Versicherungsmärkten sowie über das Risikomanagement von Unternehmen und Haushalten. Wir gratulieren herzlich zu dieser neuen und spannenden Aufgabe!",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Wir sind dabei: Die Lange Nacht der Wissenschaften am Samstag, 21. Mai 2022 ab 18 Uhr in Nürnberg, FAU Findelgasse 7-9, 1. OG
Forum V e.V., der Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert) sowie der Lehrstuhl für BWL, insb. Versicherungsmarketing (Prof. Dr. Martina Steul-Fischer) stellen ihre aktuellen Forschungsthemen vor:
Risiken im Alltag: Machen Sie einen Selbsttest zur Risikoeinschätzung und lassen Sie sich vom Ergebnis überraschen. Dieses und viele weitere spannende Themen aus den Bereichen der Versicherungswirtschaft und des Risikomanagements sowie des Versicherungsmarketings werden Ihnen – neben einem Selbsttest zur Risikoeinschätzung und einem Experiment aus der aktuellen Forschung – in einer Plakatausstellung mit spannenden Informationen nähergebracht.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"„Nachhaltigkeit und Unternehmenssteuerung in Einklang bringen“ – Gastvortrag im Rahmen unserer Vorlesung Versicherungs- und Risikotheorie
Wie lassen sich Nachhaltigkeit und Unternehmenssteuerung in Einklang bringen? Eine Antwort auf diese Frage erhielten die Studierenden am vergangenen Donnerstag in einem Gastvortrag im Rahmen der Master-Vorlesung „Versicherungs- und Risikotheorie“ am Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert) der FAU Erlangen-Nürnberg. Hier ging Herr Dr. Armin Zitzmann, Vorstandsvorsitzender der NÜRNBERGER Versicherung und Präsident der IHK Nürnberg für Mittelfranken zusammen mit Herrn Maximilian Horoba auf den Beitrag der Versicherer im Bereich Nachhaltigkeit ein, und zeigte Chancen und Herausforderungen auf. Wir bedanken uns ganz herzlich bei beiden Gastrednern für diesen äußerst interessanten Vortrag zu einem sehr aktuellen Thema!",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Ankündigung: InsureMe – Insurance Meeting Nordbayern 2021:
Nach erfolgreicher Premiere in 2019 findet das diesjährige „InsureMe – Insurance Meeting Nordbayern“ am 21. Oktober 2021 von 12:30 bis 19:00 Uhr unter dem Dachthema future@insurance – Mensch. Methode. Umfeld. statt mit Impulsvorträgen renommierter Redner aus Wirtschaft, Wissenschaft und Politik sowie innovativen Start-Up-Pitches. Blicken Sie innerhalb der Veranstaltung in die Zukunft der digitalen Transformation und die damit verbundenen Chancen und Herausforderungen des Megatrends der Digitalisierung für Versicherungsunternehmen in Bezug auf MENSCH, METHODE und UMFELD.
Das InsureMe 2021 wird dabei als lebendiges Live-Online-Event durchgeführt, sodass Sie online teilnehmen können und über virtuelle Netzwerkräume und eine spezielle Online-Moderation aktiv eingebunden werden. Organisiert wird dieser zentrale Branchentreff vom BWV Nordbayern-Thüringen in Kooperation mit dem Forum V. Das vollständige Programm sowie den Anmeldebogen zur digitalen Veranstaltung finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Universitätsweiter Nachwuchslehrpreis 2021 für herausragendes Engagement und exzellente Qualität in der Lehre geht an Herrn Dominik Muntzinger
Herzlichen Glückwunsch an Herrn Dominik Muntzinger, wissenschaftlicher Mitarbeiter des Lehrstuhls für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert), zur Auszeichnung mit dem universitätsweiten Lehrpreis 2021 für herausragendes Engagement und exzellente Qualität in der Lehre. Um den hohen Stellenwert der Lehre neben der Forschung aufzuzeigen, hat die FAU im Jahre 2016 einen universitätsweiten Lehrpreis ins Leben gerufen, mit dem jährlich hervorragende Lehrleistungen gewürdigt werden. Pro Fakultät wird je eine Person ausgezeichnet, die sich in der Qualifizierungsphase befindet und außergewöhnliche Lehrleistung erbracht hat.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Spannende Einblicke in die „Unternehmenssteuerung von Versicherungsunternehmen“ – Mazars GmbH & Co. KG zu Gast am Lehrstuhl
Im Rahmen der Vorlesung „Asset Liability Management“ am Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert) informierten Marc Böhlhoff und Meinolf List von Mazars GmbH & Co. KG die Studierenden unter anderem über aktuelle Ziele und Herausforderungen der Unternehmenssteuerung sowie relevante KPIs zur Unternehmenssteuerung.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Welche Betriebswirtschaftler im deutschsprachigen Raum forschen besonders gut? Prof. Dr. Nadine Gatzert unter den TOP 5% im Autoren- und Lifetime-Ranking der WirtschaftsWoche
Im Autoren-Ranking, das Publikationen aus den Jahren 2014-2020 erfasst, ist der Fachbereich mit Prof. Gatzert (Lehrstuhl für Versicherungswirtschaft und Risikomanagement) und Prof. Laumer (Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft) unter den TOP 5% vertreten. Beim Lifetime-Ranking platzierte sich Prof. Gatzert ebenso unter den TOP 5%, Prof. Laumer und Prof. Schöffski (Lehrstuhl für Betriebswirtschaftslehre, insbesondere Gesundheitsmanagement) werden unter den TOP 10% gelistet. Die Friedrich-Alexander-Universität Erlangen-Nürnberg nimmt im Universitäten-Ranking den 18. Platz ein.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Hermann-Gutmann Preis 2020 für besondere wissenschaftliche Leistungen an der FAU Erlangen-Nürnberg
Dr. Nikolai Vogl, ehemaliger wissenschaftlicher Mitarbeiter am Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert), wurde mit dem Promotionspreis 2020 der Hermann-Gutmann-Stiftung für besondere wissenschaftliche Leistungen ausgezeichnet. Die Forschungsarbeit „Convergence of Capital and Insurance Markets: Consistent Pricing of Index-Linked Catastrophic Loss Instruments“ von Prof. Dr. Nadine Gatzert, Prof. Dr. Sebastian Pokutta und Dr. Nikolai Vogl wurde im Jahr 2019 in der internationalen Fachzeitschrift Journal of Risk and Insurance auf exzellentem Niveau („A-Journal“) veröffentlicht. Wir gratulieren in diesem Jahr damit bereits dem zweiten Preisträger!",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Hermann-Gutmann Preis 2020 für besondere wissenschaftliche Leistungen an der FAU Erlangen-Nürnberg
Dr. Dinah Heidinger, Leiterin der Abteilung IT Delivery (IT Controlling und Projektportfoliomanagement) bei der ERGO Direkt AG und ehemalige wissenschaftliche Mitarbeiterin am Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert), wurde mit dem Promotionspreis 2020 der Hermann-Gutmann-Stiftung für besondere wissenschaftliche Leistungen ausgezeichnet. Die Forschungsarbeit „An Empirical Analysis of Market Reactions to the First Solvency and Financial Condition Reports (SFCR) in the European Insurance Industry“ von Prof. Dr. Nadine Gatzert und Dr. Dinah Heidinger wurde im Jahr 2020 in der internationalen Fachzeitschrift Journal of Risk and Insurance auf exzellentem Niveau („A-Journal“) veröffentlicht. Wir gratulieren herzlich zu dieser Auszeichung!",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Dr. Christian Eckert nimmt Ruf auf die W2-Professur für Versicherungs- und IT-Management an der Hochschule Coburg an
Dr. Christian Eckert, ehemaliger Doktorand und derzeit als Habilitand am Lehrstuhl für Versicherungswirtschaft und Risikomanagement an der FAU sowie Venture Capital Manager bei der NÜRNBERGER Versicherung tätig, hat zum 1.2.2021 den Ruf auf die W2-Professur für Versicherungs- und IT-Management an der Hochschule Coburg angenommen. Wir gratulieren sehr herzlich und freuen uns auf die Zusammenarbeit!",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Fachbereich WiSo der FAU Erlangen-Nürnberg top platziert in den „Global Research Rankings of Actuarial Science and Risk Management & Insurance”
In allen drei “Global Research Rankings of Actuarial Science and Risk Management & Insurance” 2020 der University of Nebraska at Lincoln ist der Fachbereich Wirtschafts- und Sozialwissenschaften der FAU Erlangen-Nürnberg top platziert, darunter sogar zweimal als beste deutsche Universität von insgesamt 50 Einrichtungen weltweit. Das Ranking berücksichtigt Publikationen im JRI, IME, NAAJ, SAJ und ASTIN von 2015 bis 2019.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Wir sind dabei! Lange Nacht der Wissenschaften am Samstag, 19.10.2019 ab 18 Uhr in Nürnberg, FAU Findelgasse 7-9, 1. OG
Forum V, der Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert) sowie der Lehrstuhl für BWL, insb. Versicherungsmarketing, (Prof. Dr. Martina Steul-Fischer) bieten auch in diesem Jahr wieder in Kooperation mit ERGO als maßgeblichem Organisator einen interaktiven und informativen Versicherungsparcours zu spannenden, zukunftsorientierten Themen – Gestalten Sie Ihre Welt und wagen einen visionären Blick in die Zukunft: Wie gestalten wir Alltag und Freizeit in den nächsten Jahren und Jahrzehnten? Leben wir gesünder und länger? Arbeiten und interagieren wir anders? Und wird Fortschritt uns unterstützen, unser Leben vereinfachen und uns beflügeln? Werfen Sie einen Blick in unsere Zukunft und nehmen Sie an einem Experiment aus der aktuellen Forschung teil. Erfahren Sie mehr zu diesem aktuellen und spannenden Thema und besuchen Sie uns! Wir freuen uns auf Sie!
",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"PD Dr. Alexander Bohnert im Board of Governors der Asia-Pacific Risk and Insurance Association
Im Rahmen der APRIA 2019 Annual Conference in Seoul wurde PD Dr. Alexander Bohnert für eine Amtszeit von drei Jahren in das Board of Governors der Asia-Pacific Risk and Insurance Association (APRIA) gewählt und wird von 2019 bis 2022 in dem internationalen Gremium tätig sein. Die APRIA ist eine weltweit führende akademische Vereinigung im Bereich Risk and Insurance. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Deutschlandstipendium Versicherungswirtschaft/Versicherungsmarketing
Auch in diesem Jahr schreibt die FAU wieder Deutschlandstipendien von je 3.600 Euro für Studierende mit den Vertiefungsrichtungen Versicherungswirtschaft oder Versicherungsmarketing aus. Weitere Informationen finden Sie hier.
",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"PD Dr. Alexander Bohnert ist Vice-Chair des AFIR-ERM Section Boards der International Actuarial Association
Im Rahmen des internationalen AFIR-ERM Colloquiums 2019 in Florenz wurde PD Dr. Alexander Bohnert zum Vice-Chair des AFIR-ERM (Financial Risks and Enterprise Risk Management) Section Boards der International Actuarial Association (IAA) gewählt. Weitere Informationen finden Sie hier.
",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Ankündigung: InsureMe – Insurance Meeting Nordbayern 2019Neuer Name, neues Konzept: Wir verabschieden nach 12 Jahren den „Nordbayerischen Versicherungstag“ und freuen uns auf das erste „InsureMe – Insurance Meeting Nordbayern“ mit dem Dachthema „Megatrend Individualisierung“. Die Veranstaltung findet unter der Moderation von Frau Prof. Dr. Nadine Gatzert am 11. April 2019 von 13.00 Uhr bis 19.00 Uhr im Germanischen Nationalmuseum Nürnberg statt. Das neue Konzept kombiniert klassische Impulsvorträge der Bereiche Zukunftsforschung Medizin, Mobilität und Vertrieb mit einem Innovation Talk, bei dem Sie frische Ideen verschiedener Startup-Unternehmen aus einem unverklärten Blickwinkel kennenlernen werden. Freuen Sie sich auf spannende Vorträge hochkarätiger Referenten wie Dr. Ulrich Maly (Oberbürgermeister der Stadt Nürnberg), Prof. Dr. Erich Reinhardt (Medical Valley EMN e.V.), Dr. Christina Ellringmann (Bain & Company Germany) und Dr. Alexander Hombach (ERGO Direkt Versicherung) und nutzen Sie die Möglichkeit, sich zu diesem Zukunftsthema mit Persönlichkeiten aus Wissenschaft, Wirtschaft und Politik auszutauschen.Zur Anmeldung gelangen Sie unter dem folgenden LINK. Weitere Informationen finden Sie auf der Homepage des BWV.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Fachbereich Wirtschafts- und Sozialwissenschaften im Ranking der WirtschaftsWoche
Welche Betriebswirtschaftler im deutschsprachigen Raum forschen besonders gut? Ein exklusives Ökonomen-Ranking der WirtschaftsWoche liefert Antworten – und zeigt zugleich den inhaltlichen und methodischen Wandel des Faches BWL. Mit Prof. Dr. Nadine Gatzert, Lehrstuhl für Versicherungswirtschaft und Risikomanagement und Prof. Dr. Sven Laumer, Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft gehören zwei der Top-10 Forscher unter 40 Jahren in Deutschland, Österreich und Schweiz zum Fachbereich Wirtschafts- und Sozialwissenschaften. Prof. Gatzert belegt dabei Platz 5. Prof. Dr. Alexander Brem, Lehrstuhl für Technologiemanagement zählt ebenfalls zu den forschungsstärksten Betriebswirten unter 40 Jahren. Im Autorenranking, das Publikationen aus den Jahren 2014-2018 erfasst, ist der Fachbereich mit Prof. Gatzert, Prof. Brem, Prof. Laumer (jeweils TOP 5%) und Prof. Dr. Dirk Holtbrügge, Lehrstuhl für Betriebswirtschaftslehre, insbesondere Internationales Management (TOP 10%) vertreten. Beim Lifetime-Ranking platzierten sich Prof. Gatzert, Prof. Laumer und Prof. Holtbrügge ebenfalls unter den TOP 5%. Die Friedrich-Alexander-Universität Erlangen-Nürnberg nimmt im Universitätsranking den 19. Platz ein. Unter den deutschen Universitäten bedeutet dies den 12. Platz. Das gesamte Ranking finden Sie auf der Website der WirtschaftsWoche.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Workshop „Wie praktisch?! Produktentwicklung rund um das ‚vernetzte Fahrzeug‘ aktiv mitgestalten“ der HUK Coburg am 09.11.2018
Im Rahmen der Wie praktisch?!-Veranstaltungsreihe des Career Service des Fachbereichs Wirtschaftswissenschaften bietet die HUK Coburg den Workshop  „Wie praktisch?! Produktentwicklung rund um das ‚vernetzte Fahrzeug‘ aktiv mitgestalten“ an. Er findet am 09.11.2018 von 10-16 Uhr statt, die Anmeldung erfolgt über StudOn. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Brown Bag Talk mit der Allianz AG am 06.11.2018
Im Rahmen des Brown Bag Talks „Was macht eigentlich ein/e … VertreterbereichsleiterIn in einem Versicherungsunternehmen?“ am 06.11.2018, 11:30-13:00 Uhr, stellen Stefan Walter und Dr. Tim Faber von der Allianz Beratungs- und Vertriebs AG den Beruf einer Vertriebsführungskraft bei der Allianz vor. Die Anmeldung erfolgt über StudOn. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Promotionspreis der Hermann-Gutmann-Stiftung
Dr. Johanna Eckert, ehemalige wissenschaftliche Mitarbeiterin am Lehrstuhl für Versicherungswirtschaft und Risikomanagement, wurde im Rahmen der Promotionsfeier am Fachbereich Wirtschaftswissenschaften im Juli 2018 mit dem Promotionspreis der Hermann-Gutmann-Stiftung 2018 ausgezeichnet. Der Preis ist mit 2.500 Euro dotiert und wird vergeben für die besten Dissertationen am Fachbereich Wirtschaftswissenschaften. Die Dissertation von Frau Dr. Eckert wurde von Frau Prof. Gatzert betreut und beschäftigt sich mit dem Thema „Asset Liability Management in Insurance Companies“.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Outstanding Paper Award 2018 für Forschungsarbeit von Prof. Gatzert und Dr. Kosub
Die Forschungsarbeit „Determinants of policy risks of renewable energy investments“ von Prof. Dr. Nadine Gatzert und Dr. Thomas Kosub, die 2017 im International Journal of Energy Sector Management erschienen ist, wurde vom Editorial Board als bestes veröffentlichtes Paper im IJESM im Jahr 2017 zum Outstanding Paper Award Winner 2018 gewählt und im Rahmen der Literati Network Awards for Excellence ausgezeichnet. Das Projekt wurde durch den Deutschen Verein für Versicherungswissenschaft (DVfVW-Projektförderung „Infrastructure and Renewable Energy Investments from the Insurance Industry’s Perspective“) gefördert sowie im Rahmen der Emerging Fields Initiative der FAU (EFI-Projekt “Sustainable Business Models in Energy Markets”) unterstützt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Stipendium für forschungsorientiertes Praktikum bei der European Bank for Reconstruction and Development (EBRD) in London für Master FACT und MSE
Studierende in den Mastern FACT und MSE haben die Möglichkeit, ein mehrmonatiges forschungsorientiertes Praktikum bei der European Bank for Reconstruction and Development (EBRD) in London zu absolvieren. Wünschenswert sind Spezialisierungen in den Bereichen Finance & Insurance und/oder Makroökonomik. Die Staedtler-Stiftung fördert das Praktikum durch ein Teilstipendium. Mit dem Stipendium wird die Bearbeitung eines wissenschaftlichen Projektes verknüpft, dessen Ergebnisse im Rahmen eines Seminars präsentiert werden müssen. Dafür werden 5 ECTS vergeben. Interessenten können sich bis zum 30. Juni 2018 bewerben. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Shin Research Excellence Award 2018
Die Geneva Association (International Association for the Study of Insurance Economics) und die International Insurance Society (IIS) vergeben den „2018 Shin Research Excellence Award“ an Dr. Alexander Bohnert und Dr. Dr. Albrecht Fritzsche, beide Friedrich-Alexander-Universität (FAU) Erlangen-Nürnberg, sowie an Prof. Dr. Shirley Gregor von der Australian National University (ANU) in Canberra. Der Preis für die gemeinsame Forschungsarbeit „Digital Agendas in the Insurance Industry: The Importance of Comprehensive Approaches“ wird bei der Jahrestagung der IIS 2018 in Berlin vergeben. Mit dieser Auszeichnung, die zudem mit einem Preisgeld von 5.000 USD dotiert ist, werden besonders herausragende Forschungsleistungen in den Versicherungswissenschaften ausgezeichnet, die gleichzeitig von besonderer Relevanz für die Praxis sind. Weitere Informationen dazu finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Stellenausschreibung: Studentische Hilfskraft/Hilfskraft mit Bachelorabschluss
Am Lehrstuhl für Versicherungswirtschaft und Risikomanagement ist eine Stelle als Studentische Hilfskraft/Hilfskraft mit Bachelorabschluss zu besetzen. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Strategy Workshop der EY Innovalue Management Advisors GmbH am 07.05.2018
Am Mittwoch, den 07.05.2018 findet um 14:00 Uhr ein Workshop der EY Innovalue Management Advisors GmbH zum Thema „Gesucht: Start-up Könige für die Strategieberatung“ statt. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Promotionspreis der Hermann-Gutmann-Stiftung
Dr. Nikolai Vogl, ehemaliger wissenschaftlicher Mitarbeiter am Lehrstuhl für Versicherungswirtschaft und Risikomanagement, wurde im Rahmen der Promotionsfeier am Fachbereich Wirtschaftswissenschaften im Dezember 2017 mit dem Promotionspreis der Hermann-Gutmann-Stiftung 2017 ausgezeichnet. Der Preis ist mit 2.500 Euro dotiert und wird vergeben für die besten Dissertationen am Fachbereich Wirtschaftswissenschaften. Die Dissertation von Herrn Dr. Vogl beschäftigt sich mit dem Thema „Essays on Pricing Index-Linked Catastrophe Loss Instruments and Evaluating Investments in Renewable Energy“.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Praxisvortrag der AAA Auctor Actor Advisor GmbH am 18.01.2018
Am Donnerstag, den 18.01.2018 findet um 17:30 Uhr im Raum LG 2.429 ein Praxisvortrag der der AAA Auctor Actor Advisor GmbH zum Thema „In-Force Management in der Lebensversicherung“ statt. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement," Staatsmedaille für besondere Verdienste um die bayerische Wirtschaft an Prof. Dr. Gatzert verliehen
Prof. Dr. Nadine Gatzert, Inhaberin des Lehrstuhls für Versicherungswirtschaft und Risikomanagement am Fachbereich Wirtschaftswissenschaften der FAU, ist mit der Staatsmedaille für besondere Verdienste um die bayerische Wirtschaft ausgezeichnet worden. Ilse Aigner, Bayerische Staatsministerin für Wirtschaft und Medien, Energie und Technologie, überreichte die Medaille im Ludwig-Erhard-Festsaal des Bayerischen Wirtschaftsministeriums in München. In ihrer Laudatio hob die Staatsministerin neben Professor Gatzerts herausragenden wissenschaftlichen Leistungen und ihrem erheblichen ehrenamtlichen Engagement in zahlreichen Beiräten der Wissenschaft, Wirtschaft und Politik insbesondere ihren großen Einsatz als Vorstandsvorsitzende von Forum V seit 2010 hervor. Das Forum V ist das nordbayerische Institut für Versicherungswissenschaft und -wirtschaft an der FAU. Gemeinsam mit Kolleginnen und Kollegen habe Gatzert das Forum V zu einer mittlerweile weithin bekannten Prädikatsmarke in der Versicherungswirtschaft gemacht. Als Kompetenzzentrum für Versicherungen sei es Mittelpunkt eines starken und einzigartigen Netzwerks aus Wissenschaft, Wirtschaft und Politik. Dadurch habe das Netzwerk in wesentlichem Maße zur Entwicklung starker Versicherungsstandorte in Bayern beigetragen. „Diese Auszeichnung motiviert alle Beteiligten sehr, den bisherigen Weg mit großer Zielstrebigkeit und mit größtem Nachdruck weiterzugehen, um den Versicherungsstandort für Wissenschaft und Wirtschaft zu stärken“, sagte Prof. Gatzert in ihrer anschließenden Ansprache. „Ich freue mich sehr, dass Forum V in den vergangenen Jahren in verschiedenen Dimensionen stark gewachsen ist, nicht nur im Hinblick auf seine Fördermitglieder, sondern insbesondere auch durch neue Versicherungsprofessuren mit einem großen inhaltlichen Kompetenzspektrum und einer stark steigenden Zahl an Studierenden im Versicherungsbereich.“ Weitere Informationen finden Sie unter diesem Link.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Prof. Dr. Nadine Gatzert unter Deutschlands „Top 40 unter 40“-Talente aus Gesellschaft und Wissenschaft gewählt
Prof. Dr. Nadine Gatzert, Inhaberin des Lehrstuhls für Versicherungswirtschaft und Risikomanagement an der FAU, wurde von der Wirtschaftszeitschrift „Capital“ unter Deutschlands „Junge Elite – Top 40 unter 40“ in die Kategorie „Gesellschaft und Wissenschaft“ gewählt. „Capital“ kürt seit 2007 jedes Jahr die herausragenden Talente des Landes unter 40 Jahren in den vier Kategorien „Unternehmer“, „Manager“, „Politik und Staat“, „Gesellschaft und Wissenschaft“. Für den Auswahlprozess befragt die Redaktion Manager, Politiker, Spitzenbeamte, Alumni, Personalberater und Professoren, und eine Jury wählt 160 Preisträger aus.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Workshop: A Personal Risk Management Perspective
Im Wintersemester 2017/18 bietet der Lehrstuhl für Versicherungswirtschaft und Risikomanagement einen Workshop zum Thema „A Personal Risk Management Perspective“ (5 ECTS) an. Die Veranstaltung findet im Rahmen einer Wilhelm-Rieger-Gastprofessur statt und wird geleitet von Professorin Patricia Born, Ph.D., Florida State University (USA) in Kooperation mit Dr. Alexander Bohnert. Für weitere Informationen kontaktieren Sie Herrn Dr. Alexander Bohnert (alexander.bohnert{at}fau.de).",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Forschungsorientiertes Praktikum bei internationalen Organisationen für Master FACT und MSE
Studierende in den Mastern FACT und MSE haben künftig die Möglichkeit ein mehrmonatiges forschungsorientiertes Praktikum bei einer internationalen Organisation zu absolvieren. Wünschenswert sind Spezialisierungen in den Bereichen Finance & Insurance und/oder Makroökonomik. Die Staedtler-Stiftung fördert das Praktikum durch ein Teilstipendium. Mit dem Stipendium wird die Bearbeitung eines wissenschaftlichen Projektes verknüpft, dessen Ergebnisse im Rahmen eines Seminars präsentiert werden müssen. Dafür werden 5 ECTS vergeben. Im ersten Durchgang bieten wir insgesamt mindestens zwei Plätze an. Wir kooperieren mit der European Bank for Reconstruction and Development (London, Großbritannien), der International Labor Organization (Genf, Schweiz) und der European Investment Bank (Luxemburg). Interessenten können sich bis zum 19. November 2017 bewerben. Weitere Informationen finden Sie hier und im Rahmen der Informationsveranstaltung im Raum 4.154 am 09.11.2017 von 16:30 bis 17:30 Uhr.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Stellenausschreibung: Wissenschaftliche Mitarbeiterin/Wissenschaftlicher Mitarbeiter
Am Lehrstuhl für Versicherungswirtschaft und Risikomanagement ist eine Stelle als Wissenschaftliche Mitarbeiterin/ Wissenschaftlicher Mitarbeiter ab dem 01.04.2018 oder nach Vereinbarung zu besetzen. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Wir sind aktiv dabei – Versicherungsparcours 2017 – Lehrstuhl für Versicherungswirtschaft und Risikomanagement / Forum V:
Lange Nacht der Wissenschaften am Samstag, 21.10.2017 / 18:00-01:00 Uhr / FAU Findelgasse 7-9, 1. OG:
Nehmen Sie teil an dem Versicherungsparcours des Lehrstuhls für Versicherungswirtschaft und Risikomanagement in Kooperation mit ERGO Direkt Versicherungen, dem Lehrstuhl für BWL, insb. Versicherungsmarketing und Forum V. Erfahren Sie in interessanten und aktiven Mitmach-Aktionen mehr zum Thema „Digitalisierung in der Versicherungswirtschaft“. Lernen Sie unter anderem, wie moderne Medien zur Kommunikation genutzt werden oder wie auf bestimme Versicherungsprodukte bei Werbeanzeigen visuell reagiert wird. Ein attraktives Gewinnspiel rundet das interessante und abwechslungsreiche Programm ab, welches die ERGO Direkt Versicherungen maßgeblich unterstützt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Praxisvortrag der Allianz Vertriebsdirektion Nürnberg am 29.06.2017
Am Donnerstag, den 29.06.2017, findet um 17:30 Uhr im Raum LG 0.423 ein Praxisvortrag der Allianz Vertriebsdirektion Nürnberg zum Thema „Kundenzufriedenheit im Versicherungsvertrieb – Herausforderungen und Antworten des Marktführers“ statt. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"26.04.17 Dr. Alexander Bohnert durch Dr. Michael Munkert-Stiftung ausgezeichnet
Der diesjährige Forschungs-Förderpreis der Dr. Michael Munkert-Stiftung in Höhe von 3.000 Euro geht 2017 an Dr. Alexander Bohnert. Mit dem Preisgeld wird sein Forschungsprojekt zum Thema „The Value of Enterprise Risk Management in the Insurance Industry“ gefördert.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Praxisvortrag der zeb GmbH am 11.05.2017
Am Donnerstag, den 11.05.2017, findet um 18:30 Uhr im Raum LG 2.429 ein Praxisvortrag der zeb GmbH zum Thema „Neue Anforderungen an den Versicherungsvertrieb (IDD) und Karrierewege bei zeb“ statt. Weitere Informationen finden Sie hier.",NA
